#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.8809 3.7561 2.5689  8.0749 4.2637 0.0000 0.9652 0.0346 0.0001 0.000 0.516  0.696 0.440 0.571 0.299 0.000 0.058 0.000 0.000 0.000 bcheb
  2 7.834346e+06 1.8883 3.7550 2.5571  8.0813 4.2439 0.0000 0.8551 0.1389 0.0059 0.165 0.516  0.673 0.441 0.525 0.330 0.000 0.058 0.000 0.000 0.000 tmincheb
  3 3.110114e+07 1.9071 3.7632 2.5711  8.1014 4.1862 0.0000 0.5830 0.3604 0.0565 0.200 0.531  0.566 0.447 0.552 0.438 0.000 0.068 0.000 0.000 0.000 
  4 5.170242e+07 1.9213 3.7692 2.5809  8.1262 4.1617 0.0000 0.3379 0.4988 0.1632 0.203 0.551  0.435 0.456 0.572 0.569 0.000 0.089 0.000 0.001 0.000 tmaxcheb
  5 6.889894e+07 1.9436 3.7610 2.5258  8.1577 4.1871 0.0000 0.1501 0.5126 0.3373 0.203 0.561  0.335 0.463 0.573 0.669 0.000 0.098 0.000 0.001 0.000 
  6 7.682041e+07 1.9631 3.7521 2.4707  8.1810 4.2343 0.0000 0.0737 0.4560 0.4701 0.204 0.564  0.312 0.467 0.568 0.691 0.000 0.102 0.000 0.002 0.000 
  7 8.158331e+07 1.9848 3.7436 2.4150  8.2044 4.2985 0.0000 0.0340 0.3853 0.5805 0.203 0.565  0.325 0.469 0.559 0.676 0.000 0.110 0.000 0.003 0.000 
  8 8.482335e+07 2.0107 3.7358 2.3579  8.2302 4.3811 0.0000 0.0129 0.3141 0.6729 0.194 0.567  0.366 0.471 0.547 0.628 0.000 0.114 0.000 0.004 0.000 
  9 8.568532e+07 2.0406 3.7287 2.2996  8.2596 4.4912 0.0000 0.0030 0.2875 0.7094 0.170 0.567  0.449 0.471 0.533 0.503 0.000 0.118 0.000 0.007 0.000 
 10 8.596191e+07 2.0740 3.7232 2.2442  8.2875 4.6190 0.0000 0.0004 0.2798 0.7197 0.113 0.566  0.556 0.472 0.521 0.222 0.193 0.227 0.000 0.010 0.000 
 11 8.604987e+07 2.1111 3.7193 2.1915  8.2953 4.7494 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.621 0.472 0.513 0.020 0.014 0.279 0.000 0.012 0.000 
 12 8.609601e+07 2.1483 3.7166 2.1435  8.2988 4.8187 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.626 0.472 0.510 0.028 0.031 0.281 0.000 0.012 0.000 
 13 8.613689e+07 2.1906 3.7138 2.0900  8.3048 4.8796 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.636 0.472 0.507 0.045 0.049 0.291 0.000 0.013 0.000 
 14 8.617726e+07 2.2286 3.7116 2.0432  8.3100 4.9270 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.646 0.472 0.505 0.072 0.056 0.301 0.000 0.013 0.000 
 15 8.622188e+07 2.2585 3.7097 2.0057  8.3134 4.9624 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.652 0.473 0.504 0.109 0.064 0.307 0.000 0.013 0.000 
 16 8.629731e+07 2.3059 3.7073 1.9487  8.3115 5.0277 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.627 0.473 0.502 0.320 0.089 0.315 0.000 0.013 0.000 lmaxeagb
 17 8.643644e+07 2.2700 3.7094 1.9930  8.2900 5.0674 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.503 0.474 0.506 0.493 0.107 0.319 0.000 0.011 0.000 
 18 8.700498e+07 2.2287 3.7117 2.0435  8.2471 5.1832 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.229 0.476 0.510 0.765 0.130 0.326 0.000 0.010 0.000 lmineagb
 19 8.783805e+07 2.2578 3.7096 2.0060  8.2193 5.2712 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.058 0.477 0.510 0.954 0.159 0.331 0.000 0.009 0.000 
 20 8.843987e+07 2.2967 3.7076 1.9591  8.2035 5.3162 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.023 0.477 0.509 0.981 0.165 0.335 0.000 0.008 0.000 
 21 8.910488e+07 2.3409 3.7050 1.9045  8.1888 5.3657 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.012 0.478 0.506 0.988 0.173 0.341 0.000 0.007 0.000 
 22 8.973126e+07 2.3736 3.7034 1.8654  8.1821 5.3984 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.008 0.478 0.504 0.990 0.181 0.347 0.000 0.007 0.000 
 23 9.031016e+07 2.4205 3.7009 1.8085  8.1762 5.4424 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.005 0.478 0.502 0.992 0.190 0.356 0.000 0.007 0.031 
 24 9.083916e+07 2.4639 3.6986 1.7559  8.1731 5.4815 0.0000 0.0000 0.2788 0.7211 0.000 0.566  0.003 0.478 0.500 0.992 0.197 0.361 0.000 0.008 0.064 
